StopID,StopDesc,Nearest_In,x,y,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P,landmarks,trashcans,LATITUDE,LONGITUDE
"00210",Albemarle Rd & Farm Pond Ln,FARM POND & WINTERHAVEN,148093.89999999999,53338.10000000000,,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk,,,2.00000000000,35.20308700000,-80.73770000000
"00230",Albemarle Rd & Winterhaven Dr,FARM POND & WINTERHAVEN,148177.60000000001,53324.20000000000,,,"221, 40x, 46x, 9",outbound,rear facing back of sidewalk,sidewalk,,,2.00000000000,35.20274600000,-80.73489100000
"00240",Albemarle Rd & Winterhaven Dr,FARM POND & WINTERHAVEN,148157.50000000000,53333.30000000000,,,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.20298600000,-80.73556900000
"00250",Albemarle Rd & Regal Oaks Dr,WINTERHAVEN & REGAL OAKS,148284.89999999999,53313.40000000000,,,"221, 40x, 46x, 9",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.20250100000,-80.73129300000
"00260",Albemarle Rd & Regal Oaks Dr,WINTERHAVEN & REGAL OAKS,148285.50000000000,53320.60000000000,,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.20269900000,-80.73127700000
"00270",Albemarle Rd & WT Harris Blvd,COURTYARD EAST & W T HARRIS,148379.00000000000,53310.30000000000,,Shelter,"221, 40x, 46x, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point,,2.00000000000,35.20246000000,-80.72814200000
"00280",Albemarle Rd & WT Harris Blvd,COURTYARD EAST & W T HARRIS,148365.00000000000,53304.40000000000,,,"221",outbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.20229200000,-80.72860700000
"00285",Albemarle Rd & Lawyers Rd Park,ALBEMARLE & W T HARRIS,148495.70000000001,53363.50000000000,Bench,,"3, 40x, 46x, 9",not applicable,forward facing back of curb,sidewalk,transfer point,,2.00000000000,35.20398000000,-80.72426600000
"00300",Albemarle Rd & Lake Forest Rd,DOCKSIDE & LAKE FOREST,148674.60000000001,53395.70000000000,,,46x,outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.20494900000,-80.71829700000
"00320",Albemarle Rd & Lynton Blvd,MALLARD & LYNTON,148965.79999999999,53499.90000000000,,,46x,outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.20794800000,-80.70861000000
"00330",Albemarle Rd & Olde Savannah R,JAMISON PLACE & OLDE SAVANNAH,149239.89999999999,53584.50000000000,,,46x,outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.21040200000,-80.69948400000
"00340",Albemarle Rd & Dwightware Blvd,CIRCUMFERENTIAL & DWIGHTWARE,149498.79999999999,53619.80000000000,,,"222, 46x",outbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.21149300000,-80.69083600000
"00360",Alleghany St @ 1335,CRISMAN & ASHLEY,143532.29999999999,54683.40000000000,,,"34",inbound,forward facing back of curb,sidewalk,transfer point,,1.00000000000,35.23775500000,-80.89123500000
"00400",Alleghany St @ Phillip Berry A,CRISMAN & ASHLEY,143533.70000000001,54684.50000000000,Bench,,"34",outbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.23778600000,-80.89118900000
"00410",Ashley Rd & Alleghany St,LINDBERGH & ALLEGHANY,143354.79999999999,54778.30000000000,,Shelter,"2, 235, 34",inbound,forward facing back of curb,sidewalk,transfer point,,1.00000000000,35.24026900000,-80.89723900000
"00580",Anderson St & Tappan Pl,THE PLAZA & TAPPAN,146455.20000000001,54833.90000000000,,,"23",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.24338000000,-80.79345300000
"00590",Anderson St & The Plaza,THE PLAZA & TAPPAN,146460.10000000001,54831.70000000000,,,"23",inbound,forward facing edge of pavement,,,,0.00000000000,35.24332200000,-80.79328800000
"00600",Anderson St & Byrnes St,TAPPAN & BYRNES,146501.29999999999,54801.30000000000,,,"23",inbound,forward facing edge of pavement,,,,0.00000000000,35.24250700000,-80.79189000000
"00610",Anderson St & Hampshire Pl,BYRNES & HAMPSHIRE,146528.70000000001,54789.20000000000,,,"23",outbound,forward facing edge of pavement,sidewalk,,,0.00000000000,35.24218800000,-80.79096500000
"00620",Anderson St & Hampshire Pl,BYRNES & HAMPSHIRE,146537.29999999999,54789.50000000000,,,"23",inbound,forward facing edge of pavement,,,,0.00000000000,35.24220100000,-80.79067700000
"00630",Anderson St & Eastwood Dr,HAMPSHIRE & EASTWOOD,146586.39999999999,54783.30000000000,,,"23",inbound,forward facing edge of pavement,,,,1.00000000000,35.24205500000,-80.78902900000
"00640",Anderson St & Eastwood Dr,ACADEMY & ANDERSON,146580.60000000001,54781.30000000000,,,"23",outbound,forward facing edge of pavement,sidewalk,,,0.00000000000,35.24199900000,-80.78922000000
"00670",Arboretum Center Dr & Providen,<Street beginning> & PROVIDENCE,146763.70000000001,49529.10000000000,Bench,,"14",outbound,rear facing back of curb,sidewalk,,,1.00000000000,35.09779600000,-80.77993700000
"00720",Arrowhead Dr & Countryside Dr,DOVE TREE & COUNTRYSIDE,147183.39999999999,55839.70000000000,,,"211",inbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.27137200000,-80.76966600000
"00750",Arrowhead Dr & Elgywood Ln,COUNTRYSIDE & ELGYWOOD,147128.29999999999,55837.20000000000,,,"211",inbound,rear facing back of curb,,transfer point,,0.00000000000,35.27127600000,-80.77151200000
"00760",Arrowood Rd & Windsong Dr,WINDSONG & FAWNBROOK,143209.79999999999,50919.20000000000,,,"56",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.13417600000,-80.89962100000
"00770",Arrowood Rd & Forrest Point Bl,FOREST ACCESS & FOREST POINT,143108.70000000001,50978.30000000000,Bench,,"56",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.13574700000,-80.90304000000
"00790",Arrowood Rd & Arrowpoint Blvd,SOUTHERN PINE & ARROWPOINT,142818.39999999999,51143.50000000000,,,"56",inbound,forward facing back of curb,,,,0.00000000000,35.14013400000,-80.91285300000
"00795",Arrowood Rd & Microsoft Way,CRESCENT EXECUTIVE & HANSON,142646.00000000000,51245.00000000000,,,"56",inbound,forward facing edge of pavement,sidewalk,,,0.00000000000,35.14282900000,-80.91868400000
"00810",Arrowood Rd & Royal Point Dr,BRAMBLEWOOD & ROYAL POINT,142526.79999999999,51327.80000000000,,,"56",inbound,forward facing back of curb,sidewalk,,,0.00000000000,35.14504000000,-80.92272700000
"00930",Arrowood Rd & Fawnbrook Ln,WINDSONG & FAWNBROOK,143192.70000000001,50933.40000000000,,,"56",outbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.13455700000,-80.90020200000
"00960",Arrowood Rd & Forest Point Blv,FOREST ACCESS & FOREST POINT,143103.50000000000,50986.60000000000,,,"56",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.13597200000,-80.90321900000
"01000",Arrowood Rd & Red Oak Blvd,SOUTHERN PINE & ARROWPOINT,142892.29999999999,51109.10000000000,,,"56",outbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.13922600000,-80.91036100000
"01001",Arrowood Rd & Southern Pine Bl,SOUTHERN PINE & ARROWPOINT,142889.89999999999,51101.60000000000,Bench,,"56",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.13901800000,-80.91043700000
"01020",Arrowood Rd & Arrowpoint Blvd,ARROWPOINT & MICROSOFT,142808.60000000001,51159.40000000000,,,"56",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.14056300000,-80.91319300000
"01030",Arrowood Rd & Crescent Executi,CRESCENT EXECUTIVE & HANSON,142649.60000000001,51255.70000000000,,,"56",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.14312700000,-80.91857200000
"01100",Arrowood Rd & Altacrest Pl,ROYAL POINT & ALTACREST,142484.20000000001,51364.00000000000,,,"56",outbound,forward facing back of curb,sidewalk,,,1.00000000000,35.14601200000,-80.92417400000
"01110",Arrowood Rd & Tryon St,ALTACREST & TRYON,142452.29999999999,51377.20000000000,Bench,,"56",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.14635800000,-80.92524700000
"01170",Ashley Rd & Freedom Dr,TRIANGLE & FREEDOM,143493.39999999999,54993.80000000000,,,"8",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.24626200000,-80.89273600000
"01180",Tuckaseegee Rd & Freedom Dr,TRIANGLE & FREEDOM,143497.00000000000,54990.40000000000,,,"8",inbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.24617000000,-80.89261300000
"01190",Ashley Rd & Tuckaseegee Rd,FREEDOM & TUCKASEEGEE,143409.10000000001,54920.30000000000,,Shelter,"2, 8",outbound,forward facing back of curb,,transfer point,,1.00000000000,35.24419800000,-80.89551200000
"01200",Ashley Rd & Freedom Dr,FREEDOM & TUCKASEEGEE,143417.29999999999,54916.90000000000,,Shelter,"2, 8",inbound,forward facing back of sidewalk,sidewalk,transfer point,,2.00000000000,35.24410900000,-80.89523500000
"01210",Ashley Rd & Tuckaseegee Rd,TUCKASEEGEE & SCOTT FUTRELL,143376.50000000000,54902.70000000000,,,"2",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.24369800000,-80.89659200000
"01220",Ashley Rd & Scott Futrell Dr,SCOTT FUTRELL & LINDBERGH,143361.10000000001,54807.80000000000,Bench,,"2",outbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.24108300000,-80.89704700000
"01230",Ashley & Allegany,LINDBERGH & ALLEGHANY,143355.29999999999,54754.60000000000,,,"2",not applicable,forward facing back of curb,,transfer point,,0.00000000000,35.23961800000,-80.89720700000
"01240",Ashley Rd & Alleghany St,LINDBERGH & ALLEGHANY,143358.89999999999,54737.10000000000,Bench,,"2, 235, 34",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.23913900000,-80.89707500000
"01260",Ashley & Allegany,ALLEGHANY & LIGGETT,143355.89999999999,54692.40000000000,,,"2",not applicable,forward facing back of curb,sidewalk,transfer point,,0.00000000000,35.23791000000,-80.89714700000
"01270",Ashley Rd & Alleghany St,ALLEGHANY & LIGGETT,143351.29999999999,54680.10000000000,,,"2, 235",inbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.23756900000,-80.89729300000
"01290",Ashley Rd & Bullard St,LIGGETT & BULLARD,143358.20000000001,54607.80000000000,,,"2, 235, 30",outbound,forward facing back of curb,,,,0.00000000000,35.23558700000,-80.89701600000
"01300",Ashley Rd & Bullard St,LIGGETT & BULLARD,143357.00000000000,54608.20000000000,,,"2, 235",inbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.23559700000,-80.89705700000
"01310",Ashley Rd & Alleghany St,ALLEGHANY & LIGGETT,143356.00000000000,54691.30000000000,,,"235, 30",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.23787900000,-80.89714300000
"01330",Ashley Rd & Kempton Pl,KEMPTON & KEMPTON,143392.00000000000,54542.10000000000,,,"2, 235, 30",outbound,forward facing back of curb,,transfer point,,2.00000000000,35.23380000000,-80.89584200000
"01340",Ashley Rd & Kempton Pl,KEMPTON & KEMPTON,143393.70000000001,54531.80000000000,Bench,,"2, 235, 30",inbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.23352000000,-80.89577800000
"01350",Ashley Rd & Meredith Ave,DUBLIN & MEREDITH,143477.50000000000,54372.40000000000,,,"2, 235, 30",inbound,rear facing back of curb,sidewalk,transfer point,,0.00000000000,35.22918200000,-80.89287100000
"01370",Central Ave & Reddman Rd,REDDMAN & ALBEMARLE,147735.60000000001,53408.80000000000,Bench,,"221, 9",outbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.20485900000,-80.74973500000
"01380",Ashley Rd & Greenland Ave,GREENLAND & WILKINSON,143546.20000000001,54236.40000000000,,,"235",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.22548200000,-80.89048400000
"01460",Baldwin Ave & Kings Dr,ELLISON & KINGS,145181.10000000001,53542.50000000000,Bench,,"6",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.20726300000,-80.83531900000
"01550",Barclay Downs Dr & Carnegie Bl,SAYRE & CARNEGIE,145103.20000000001,51697.10000000000,,,"30",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.15652600000,-80.83678400000
"01570",Barclay Downs Dr & Runnymede L,RUNNYMEDE & SAGAMORE,145132.29999999999,52020.80000000000,,,"30",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.16543300000,-80.83601100000
"01590",Barclay Downs Dr & Inverness R,INVERNESS & SAYRE,145047.39999999999,51835.00000000000,,,"30",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.16028600000,-80.83873600000
"01600",Barclay Downs Dr & Carnegie Bl,CARNEGIE & CARNEGIE,145119.79999999999,51655.70000000000,,,"57",inbound,forward facing back of curb,sidewalk,,,0.00000000000,35.15539700000,-80.83620300000
"01610",Barclay Downs Dr & Carnegie Bl,CARNEGIE & BULFINCH,145124.60000000001,51589.00000000000,,,"57",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.15356700000,-80.83600100000
"01630",Bardot Dr & Milan Rd East,MILAN & SHOUP,144145.70000000001,56458.70000000000,,,"13",inbound,forward facing edge of pavement,,,,0.00000000000,35.28684500000,-80.87181500000
"01650",Bardot Dr & Faggan Way,CLENDON & FAGAN,144191.70000000001,56515.30000000000,,,"13",inbound,forward facing edge of pavement,,,,0.00000000000,35.28842500000,-80.87031000000
"01670",Bardot Dr & Dedmon Dr,FAGAN & DEDMON,144216.29999999999,56547.60000000000,,,"13",inbound,forward facing edge of pavement,,,,0.00000000000,35.28932300000,-80.86950700000
"01760",Barclay Downs Dr & Ferncliff R,SAGAMORE & FERNCLIFF,145127.50000000000,51995.10000000000,,,"30",inbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.16472500000,-80.83615500000
"01790",Barclay Downs Dr & Carnegie Bl,SAYRE & CARNEGIE,145115.60000000001,51688.70000000000,Bench,,"30",inbound,forward facing back of curb,sidewalk,,,0.00000000000,35.15630200000,-80.83636100000
"01800",Barclay Downs Dr & Bulfinch Rd,CARNEGIE & BULFINCH,145109.89999999999,51545.00000000000,,,"57",inbound,rear facing back of curb,sidewalk,,,0.00000000000,35.15235100000,-80.83646500000
"01990",Barrington Dr & Somersworth Dr,COVECREEK & SOMERSWORTH,147700.50000000000,55306.30000000000,,,"23, 29",not applicable,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.25696900000,-80.75203100000
"02010",Barrington Dr & Lyndeboro Dr,LYNDEBORO & CRAFTSBURY,147750.20000000001,55235.60000000000,,,"23, 29",not applicable,forward facing edge of pavement,sidewalk,,,0.00000000000,35.25505000000,-80.75032400000
"02011",Barrington Dr & Lyndeboro Dr,LYNDEBORO & CRAFTSBURY,147755.00000000000,55232.10000000000,,,"29",,,,,,0.00000000000,35.25495900000,-80.75016200000
"02040",Barrington Dr & Craftsbury Dr,LYNDEBORO & CRAFTSBURY,147782.70000000001,55183.90000000000,,,"23, 29",not applicable,forward facing edge of pavement,sidewalk,,,0.00000000000,35.25364600000,-80.74920500000
"02080",Barrington Dr & The Plaza,CRAFTSBURY & THE PLAZA,147833.79999999999,55102.20000000000,,Shelter,"23, 29",not applicable,forward facing edge of pavement,sidewalk,transfer point,,1.00000000000,35.25142600000,-80.74744600000
"02100",Barrington Dr & The Plaza,THE PLAZA & MONTEGO,147846.10000000001,55080.10000000000,,,"29",inbound,forward facing back of curb,sidewalk,transfer point,,0.00000000000,35.25082500000,-80.74702100000
"02110",Barrington Dr & The Plaza,THE PLAZA & MONTEGO,147856.60000000001,55070.90000000000,,,"29",outbound,forward facing back of curb,,,,0.00000000000,35.25057700000,-80.74666400000
"02120",Barrington Dr & Montego Dr,MONTEGO & WOODY GLEN,147873.79999999999,55037.30000000000,,,"29",outbound,forward facing back of curb,,,,0.00000000000,35.24966300000,-80.74606800000
"02130",Barrington Dr & Montego Dr,MONTEGO & WOODY GLEN,147871.70000000001,55029.90000000000,,,"29",inbound,rear facing back of curb,sidewalk,,,0.00000000000,35.24945800000,-80.74613400000
"02140",Barrington Dr & Rosecran Dr,ROSECRAN & VIEW WAY,147898.39999999999,54907.50000000000,,,"29",outbound,forward facing back of curb,,,,0.00000000000,35.24610800000,-80.74516800000
"02150",Barrington Dr & Markway Dr,BELLE PLAINE & MARKWAY,147910.89999999999,54774.50000000000,,,"29",inbound,rear facing back of curb,sidewalk,,,0.00000000000,35.24246100000,-80.74467100000
"02170",Barrington Dr & Markway Dr,MARKWAY & DELIVAU,147917.29999999999,54769.70000000000,,,"29",outbound,forward facing back of curb,,,,0.00000000000,35.24233200000,-80.74445400000
"02180",Barrington Dr & Delivau Dr,DELIVAU & LANECREST,147937.20000000001,54690.70000000000,,,"29",outbound,forward facing back of curb,,,,0.00000000000,35.24017300000,-80.74373900000
"02190",Barrington Dr & Milton Rd,LANECREST & MILTON,147954.50000000000,54620.40000000000,,,"29",inbound,rear facing back of curb,sidewalk,,,0.00000000000,35.23824900000,-80.74311800000
"02240",Baxter St & Torrence St,TORRENCE & BALDWIN,145245.00000000000,53617.10000000000,,,"6",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.20934400000,-80.83322700000
"02270",Bealer Rd & Hovis Rd,HOVIS & TERMINAL,143308.00000000000,55842.00000000000,,,"18",inbound,forward facing back of curb,,,,0.00000000000,35.26946600000,-80.89948800000
"02280",Bealer Rd & Terminal St,HOVIS & TERMINAL,143250.20000000001,55834.70000000000,,,"18",inbound,forward facing back of curb,,,,0.00000000000,35.26923500000,-80.90141900000
"02290",Bealer Rd & Exchange St,TERMINAL & EXCHANGE,143150.10000000001,55840.00000000000,,,"18",inbound,forward facing back of curb,,,,0.00000000000,35.26932800000,-80.90477600000
"02390",Beatties Ford Rd & Dixon St,ROZZELLES FERRY & DIXON,144529.00000000000,54894.60000000000,Bench,,"7",inbound,forward facing edge of pavement,sidewalk,,,0.00000000000,35.24407400000,-80.85799300000
"02400",Beatties Ford Rd & Dixon St,DIXON & MILL,144543.50000000000,54918.70000000000,,,"7",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.24474400000,-80.85752300000
"02420",Beatties Ford Rd & French St,FRENCH & CEMETERY,144566.39999999999,55009.80000000000,,,"7",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.24725800000,-80.85681300000
"02430",Beatties Ford Rd & Cemetery St,FRENCH & CEMETERY,144573.50000000000,55034.80000000000,,,"7",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.24794800000,-80.85659100000
"02440",Beatties Ford Rd & Cemetery St,CEMETERY & BEATTIES FORD,144571.79999999999,55059.00000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.24861200000,-80.85666300000
"02470",Beatties Ford Rd & Sanders Ave,SANDERS & OAKLAWN,144590.39999999999,55185.70000000000,,,"7",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.25210300000,-80.85612000000
"02480",Beatties Ford Rd & Sanders Ave,SANDERS & OAKLAWN,144587.39999999999,55190.00000000000,Bench,,"7",inbound,forward facing back of curb,sidewalk,,,1.00000000000,35.25221900000,-80.85622300000
"02500",Beatties Ford Rd & Oaklawn Ave,BOOKER & RENNER,144595.20000000001,55229.80000000000,,,"7",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.25331700000,-80.85598600000
"02510",Beatties Ford Rd & Dundeen St,TATE & DUNDEEN,144600.70000000001,55275.60000000000,Bench,,"7",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.25457800000,-80.85583100000
"02530",Beatties Ford Rd & Celia Ave,CELIA & RUSSELL,144605.10000000001,55343.10000000000,,Shelter,"7",inbound,forward facing back of curb,sidewalk,,,1.00000000000,35.25643400000,-80.85572600000
"02540",Beatties Ford Rd & Russell Ave,CELIA & RUSSELL,144608.70000000001,55354.70000000000,,,"7",outbound,rear facing back of sidewalk,sidewalk,,,1.00000000000,35.25675500000,-80.85561300000
"02550",Beatties Ford Rd & Estelle St,RUSSELL & ST PAUL,144612.79999999999,55408.60000000000,,,"7",inbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.25823800000,-80.85550900000
"02552",Beatties Ford Rd & St Paul St,RUSSELL & ST PAUL,144615.70000000001,55393.80000000000,,,"7",outbound,forward facing back of curb,sidewalk,,,0.00000000000,35.25783300000,-80.85540000000
"02570",Beatties Ford Rd & St Mark St,ST MARK & HILDEBRAND,144623.79999999999,55478.10000000000,,,"7",outbound,forward facing back of curb,sidewalk,,,1.00000000000,35.26015300000,-80.85518400000
"02580",Beatties Ford Rd & Hildebrand,ST MARK & HILDEBRAND,144621.50000000000,55478.90000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,,,1.00000000000,35.26017300000,-80.85526200000
"02600",Beatties Ford Rd & LaSalle St,LASALLE & CATHERINE SIMMONS,144640.60000000001,55597.60000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,transfer point,,2.00000000000,35.26344400000,-80.85469600000
"02610",Beatties Ford Rd & LaSalle St,LASALLE & CATHERINE SIMMONS,144645.70000000001,55595.10000000000,,Shelter,"7",outbound,forward facing back of curb,sidewalk,transfer point,,1.00000000000,35.26337900000,-80.85452100000
"02630",Beatties Ford Rd & Keller Ave,KELLER & HOLLY,144655.20000000001,55676.60000000000,,Shelter,"7",inbound,forward facing back of curb,sidewalk,transfer point,,1.00000000000,35.26562200000,-80.85425700000
"02640",Beatties Ford Rd & Holly St,KELLER & HOLLY,144667.39999999999,55716.50000000000,,Shelter,"7",outbound,forward facing back of curb,sidewalk,,,1.00000000000,35.26672400000,-80.85387300000
"02660",Beatties Ford Rd & Gilbert St,HOLLY & GILBERT,144666.79999999999,55752.60000000000,,Shelter,"7",outbound,forward facing back of curb,sidewalk,transfer point,,1.00000000000,35.26771600000,-80.85391300000
"02670",Beatties Ford Rd & Montana Dr,HOLLY & GILBERT,144663.50000000000,55755.10000000000,,Shelter,"7",inbound,forward facing back of curb,sidewalk,transfer point,,2.00000000000,35.26778300000,-80.85402500000
"02720",Beatties Ford Rd & B Ave,A & B,144649.79999999999,56023.50000000000,,,"7",outbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.27514900000,-80.85465500000
"02730",Beatties Ford Rd & Hoskins Rd,B & LYNCHESTER,144640.60000000001,56033.00000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.27540500000,-80.85496900000
"02740",Beatties Ford Rd & Lynchester,LYNCHESTER & FRIENDSHIP VILLAGE,144624.39999999999,56088.60000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.27692400000,-80.85554600000
"02750",Beatties Ford Rd & Lynchester,LYNCHESTER & FRIENDSHIP VILLAGE,144630.29999999999,56087.90000000000,,,"7",outbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.27690800000,-80.85534800000
"02760",Beatties Ford Rd & Fairdale Dr,FRIENDSHIP VILLAGE & MCALLISTER,144612.00000000000,56161.50000000000,Bench,,"7",inbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.27892100000,-80.85600700000
"02770",Beatties Ford Rd & McAllister,MCALLISTER & GRIERS GROVE,144593.39999999999,56235.40000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.28094100000,-80.85667700000
"02771",Beatties Ford Rd & Friendship,FRIENDSHIP VILLAGE & MCALLISTER,144612.70000000001,56174.40000000000,,,"7",outbound,forward facing back of curb,sidewalk,transfer point,,0.00000000000,35.27927500000,-80.85599200000
"02772",Beatties Ford Rd & McAllister,MCALLISTER & GRIERS GROVE,144596.20000000001,56245.10000000000,Bench,,"7",outbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.28120900000,-80.85658900000
"02780",Beatties Ford Rd & Cindy Ln,MCALLISTER & GRIERS GROVE,144580.00000000000,56297.80000000000,,,"7",outbound,forward facing back of sidewalk,sidewalk,,,0.00000000000,35.28264900000,-80.85716500000
"02790",Beatties Ford Rd & Griers Grov,GRIERS GROVE & CAPPS HILL MINE,144569.60000000001,56313.90000000000,,Shelter,"7",inbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.28308600000,-80.85752300000
"02800",Beatties Ford Rd @ 3640,GRIERS GROVE & CAPPS HILL MINE,144565.10000000001,56347.90000000000,Bench,,"13, 7",outbound,forward facing back of sidewalk,sidewalk,transfer point,,1.00000000000,35.28401700000,-80.85769500000
"02810",Beatties Ford Rd @ 3713,GRIERS GROVE & CAPPS HILL MINE,144541.79999999999,56414.30000000000,Bench,,"13, 7",inbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.28582900000,-80.85851800000
"02820",Beatties Ford Rd @ 3738,GRIERS GROVE & CAPPS HILL MINE,144547.70000000001,56413.70000000000,,,"13, 7",outbound,forward facing back of sidewalk,sidewalk,transfer point,,0.00000000000,35.28581600000,-80.85832000000
"02830",Beatties Ford Rd @ 3938,CAPPS HILL MINE & SLATER,144558.50000000000,56527.50000000000,,,"7",outbound,forward facing edge of pavement,,,,0.00000000000,35.28894800000,-80.85802900000
