school_num,school,school_typ,address,city,zipcode,magnet,grdlevl,x,y,mag_focus,schl_stat
4493.00000000000,PALISADES PARK,ELEMENTARY,15321 York Road,Charlotte,28278.00000000000,Non Magnet,K-5,1394092.00652999990,495211.99336500000,,Current
4492.00000000000,PARK ROAD MONTESSORI,ELEMENTARY,3701 Haven Drive,Charlotte,28209.00000000000,Full,PreK-6,1447598.00515999994,524759.99266800005,Montessori,Current
4409.00000000000,PARKSIDE,ELEMENTARY,2945 Johnston-Oehler Road,Charlotte,28269.00000000000,Non Magnet,K-5,1474991.99860000005,590898.99687200005,,Current
4494.00000000000,PAW CREEK,ELEMENTARY,1300 Cathey Road,Charlotte,28214.00000000000,Partial,K-5,1419565.00578000001,566568.99369499995,Computer Science,Current
5497.00000000000,PIEDMONT,MIDDLE,1241 East 10th Street,Charlotte,28204.00000000000,Full,6-8,1455254.00066999998,541126.99897600000,International Baccalaureate,Current
4500.00000000000,PINEVILLE,ELEMENTARY,210 Lowery Street,Pineville,28134.00000000000,Non Magnet,K-5,1434723.00105000008,489963.99795500003,,Current
4501.00000000000,PINEWOOD,ELEMENTARY,805 Seneca Place,Charlotte,28210.00000000000,Non Magnet,K-5,1442868.00509999995,520580.99577600003,,Current
4503.00000000000,PINEY GROVE,ELEMENTARY,8801 Eaglewind Drive,Charlotte,28212.00000000000,Non Magnet,PreK-5,1482788.99711000011,522529.99417500000,,Current
4392.00000000000,POLO RIDGE,ELEMENTARY,11830 Tom Short Road,Charlotte,28277.00000000000,Non Magnet,K-5,1462872.99756999989,476754.99353300000,,Current
7508.00000000000,PROVIDENCE,HIGH,1800 Pineville-Matthews Road,Charlotte,28270.00000000000,Non Magnet,9-12,1472620.99742999999,499717.99878800003,,Current
4507.00000000000,PROVIDENCE SPRING,ELEMENTARY,10045 Providence Church Lane,Charlotte,28277.00000000000,Non Magnet,K-5,1470487.99612000003,486125.99283599999,,Current
5509.00000000000,QUAIL HOLLOW,MIDDLE,2901 Smithfield Church Road,Charlotte,28210.00000000000,Partial,6-8,1445682.00701999990,501403.99344799999,Leadership,Current
4512.00000000000,RAMA ROAD,ELEMENTARY,1035 Rama Road,Charlotte,28211.00000000000,Non Magnet,K-5,1470465.99353999994,521359.99946800002,,Current
5513.00000000000,RANDOLPH,MIDDLE,4400 Water Oak Road,Charlotte,28211.00000000000,Full,6-8,1463839.99497999996,526788.99713999999,International Baccalaureate,Current
5514.00000000000,RANSON,MIDDLE,5850 Statesville Road,Charlotte,28269.00000000000,Partial,6-8,1451428.00603000005,569283.99515500001,International Baccalaureate,Current
4516.00000000000,REEDY CREEK,ELEMENTARY,10801 Plaza Road Extension,Charlotte,28215.00000000000,Non Magnet,K-5,1497144.99563000002,553882.99577299994,,Current
4517.00000000000,REID PARK ACADEMY,ELEMENTARY,4108 West Tyvola Road,Charlotte,28208.00000000000,Non Magnet,K-5,1430915.00276000006,534977.99913400004,,Current
4515.00000000000,RENAISSANCE WEST,ELEMENTARY,3241 New Renaissance Way,Charlotte,28208.00000000000,Non Magnet,PreK-5,1426279.00710999989,536143.99516199995,,Current
5518.00000000000,RIDGE ROAD,MIDDLE,7260 Highland Creek Parkway,Charlotte,28269.00000000000,Non Magnet,6-8,1474854.99427999998,596569.99340399995,,Current
4590.00000000000,RIVER GATE,ELEMENTARY,15340 Smith Road,Charlotte,28273.00000000000,Non Magnet,K-5,1408653.00561999995,492719.99638000003,,Current
4463.00000000000,RIVER OAKS ACADEMY,ELEMENTARY,1015 Mt. Holly-Huntersville Road,Charlotte,28214.00000000000,Non Magnet,K-5,1409727.00019000005,573033.99716899998,,Current
7457.00000000000,ROCKY RIVER,HIGH,10505 Clear Creek Commerce Drive,Mint Hill,28227.00000000000,Non Magnet,9-12,1510096.99793999991,536896.99792100000,,Current
5520.00000000000,SEDGEFIELD,MIDDLE,2700 Dorchester Place,Charlotte,28209.00000000000,Non Magnet,6-8,1445738.00035000010,531749.99837299995,,Current
4519.00000000000,DILWORTH SEDGEFIELD CAMPUS,ELEMENTARY,715 Hartford Avenue,Charlotte,28209.00000000000,Non Magnet,K-2,1443215.00604999997,529444.99740500003,,Current
4522.00000000000,SELWYN,ELEMENTARY,2840 Colony Road,Charlotte,28211.00000000000,Non Magnet,K-5,1451699.00646999991,521053.99581499997,,Current
4527.00000000000,SHAMROCK GARDENS,ELEMENTARY,3301 Country Club Drive,Charlotte,28205.00000000000,Partial,K-5,1465993.99362999992,544881.99737100000,Learning Immersion & Talent Development,Current
4530.00000000000,SHARON,ELEMENTARY,4330 Foxcroft Road,Charlotte,28211.00000000000,Non Magnet,K-5,1456811.00280999998,515595.99656000000,,Current
4534.00000000000,SMITHFIELD,ELEMENTARY,3200 Smithfield Church Road,Charlotte,28210.00000000000,Non Magnet,K-5,1446364.00566000002,500210.99845900002,,Current
5537.00000000000,SOUTH CHARLOTTE,MIDDLE,8040 Strawberry Lane,Charlotte,28277.00000000000,Non Magnet,6-8,1461814.99674000009,492774.99922300002,,Current
7535.00000000000,SOUTH MECKLENBURG,HIGH,8900 Park Road,Charlotte,28210.00000000000,Partial,9-12,1443929.00692000007,500005.99821200001,World Languages,Current
5538.00000000000,SOUTHWEST,MIDDLE,13624 Steele Creek Road,Charlotte,28273.00000000000,Non Magnet,6-8,1404619.00219999999,499900.99645400001,,Current
4545.00000000000,STARMOUNT ACADEMY,ELEMENTARY,1600 Brookdale Avenue,Charlotte,28205.00000000000,Non Magnet,K-5,1440827.00558000011,511036.99878800003,,Current
4546.00000000000,STATESVILLE ROAD,ELEMENTARY,5521 Milhaven Lane,Charlotte,28269.00000000000,Partial,K-5,1449027.82743000006,567783.54671200004,International Baccalaureate,Current
4549.00000000000,STEELE CREEK,ELEMENTARY,4100 Gallant Lane,Charlotte,28273.00000000000,Non Magnet,K-5,1415499.00013000006,517860.99826399999,,Current
4550.00000000000,STERLING,ELEMENTARY,9601 China Grove Church Road,Pineville,28134.00000000000,Non Magnet,K-5,1436311.00016999990,499394.99615399999,,Current
4521.00000000000,STONEY CREEK,ELEMENTARY,14015 Mallard Roost Road,Charlotte,28262.00000000000,Non Magnet,K-5,1485483.99860999989,586137.99950499996,,Current
4553.00000000000,THOMASBORO ACADEMY,MIDDLE,538 Bradford Drive,Charlotte,28208.00000000000,Non Magnet,6-8,1433239.00566000002,553302.99824600003,,Current
4553.00000000000,THOMASBORO ACADEMY,ELEMENTARY,538 Bradford Drive,Charlotte,28208.00000000000,Non Magnet,K-5,1433239.00566000002,553302.99824600003,,Current
4557.00000000000,TORRENCE CREEK,ELEMENTARY,14550 Ranson Road,Huntersville,28078.00000000000,Non Magnet,K-5,1442086.00075999997,610170.99376099999,,Current
4435.00000000000,TRILLIUM SPRINGS MONTESSORI,ELEMENTARY,9213 Beatties Ford Road,Huntersville,28078.00000000000,Full,PreK-6,1436124.00414999994,587434.99887899996,Montessori,Current
